datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-02-17 10:00:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-17 10:09:00,40 grams Glucerna snack bar,160.0,20.0,3.0,4.0,10.0,5.0
2020-02-17 15:50:00,Small pc red velvet cake,368.0,36.0,0.3,25.0,4.2,23.0
2020-02-17 17:50:00,3 oz Ruffles chips,447.0,45.0,2.6,0.3,5.4,28.5
2020-02-17 20:30:00,"8 oz Panko breaded baked fish, 2 stalks Celery, 1 Onion",452.5,25.9,3.8,5.6,33.9,24.3
2020-02-18 05:45:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-18 07:40:00,10 fluid ounce Coffee,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-18 07:59:00,Standard breakfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-02-18 10:40:00,Muffin,424.0,60.0,1.3,35.5,5.0,18.0
2020-02-18 13:10:00,2.5 oz Northern Harvest Sweet + Spicy Chunk light Tuna,80.0,4.0,0.0,3.5,16.0,0.5
2020-02-18 13:50:00,5 crackers multigrain cakes,200.0,28.0,1.5,5.0,3.0,8.4
2020-02-18 18:10:00,"BLT salad, 1 Whole grapefruit",513.0,42.5,7.8,20.8,14.4,33.3
2020-02-19 01:10:00,Slim Fast,171.0,2.5,1.2,1.8,19.5,8.5
2020-02-19 03:30:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-19 04:45:00,"1/3 cup Friendly Farm Cottage Cheese 1% milkfat, 3 slices Harris Teeter canned sliced peaches, 3 Tbsp Peach juice",150.0,23.5,1.9000000000000001,20.6,8.8,3.1
2020-02-19 05:30:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-19 06:20:00,1 slices Sarah Lee Honey Wheat Bread with Butter,70.0,13.0,0.5,1.0,2.0,1.0
2020-02-19 08:15:00,"2 eggs 2 fried eggs, 1 Muffin, 2 tsp Butter",636.0,60.7,1.3,35.9,17.7,35.300000000000004
2020-02-19 11:00:00,2 slices 2 slices bacon,108.0,0.4,0.0,0.0,7.8,8.1
2020-02-19 13:00:00,"chicken cesear salad wrap, 1 pckg Salt and vinegar chips, 16.9 oz Honest Organic Honey Green Tea",1348.0,126.0,6.8999999999999995,20.8,38.0,79.0
2020-02-19 20:00:00,"Taco Bell Nachos Grande, Taco Bell Cinnamon Twists, 16 fluid ounce Crystal Light Lemonade",1108.0,160.0,16.0,67.0,17.3,44.2
2020-02-20 06:00:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-20 06:30:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-20 07:42:00,Standard breakfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-02-20 14:07:00,Slim fast shake,171.0,2.5,1.2,1.8,19.5,8.5
2020-02-20 18:20:00,2/3 bag Orville Redenbacher butter popcorn,255.0,26.0,3.0,1.0,4.0,17.0
2020-02-20 18:38:00,"Banana, Coffee + skim milk",140.0,31.5,3.0,19.2,4.7,0.5
2020-02-20 20:55:00,"Chef Salad, V8 juice",705.0,33.5,9.0,14.5,29.0,52.0
2020-02-21 04:49:00,"1 slices Slice of Boar's head Swiss cheese, 2 muffins 2 muffins, 10 fluid ounce Coffee + skim milk",938.0,125.4,2.6,75.10000000000001,21.4,37.5
2020-02-21 08:00:00,2 pieces honey wheat toast with butter,140.0,26.0,1.0,2.0,1.0,2.0
2020-02-21 08:30:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-21 12:00:00,Sugg's coconut greek yogurt,140.0,15.0,0.0,15.0,12.5,3.4
2020-02-21 15:30:00,"Freddy's Steakbuurger, Small chocolate shake (1/2)",810.0,88.5,0.7,47.3,41.5,32.8
2020-02-21 17:00:00,"10 fluid ounce Coffee + skim milk, Small chocolate shake (1/2), Ham and cheese sandwhich, 10 fluid ounce Coffee + skim milk",857.0,85.5,3.0,60.3,41.8,38.5
2020-02-22 06:45:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-22 08:19:00,"Standard breakfast, Chai tea",285.0,57.9,1.3,24.0,8.1,2.6
2020-02-22 11:00:00,"1/2 cup 1/2 cup cottge cheese, peach slices, Coffee + skim milk",160.0,21.4,1.6,19.6,12.100000000000001,3.2
2020-02-22 15:45:00,"Old El Priso burrito 2 taco shells, 1/4 lb Gnd beef, 1 oz cheese, 2 Tbsp rice + beans, 12 fluid ounce Diet Soda",602.0,27.1,3.1,0.8,40.8,36.5
2020-02-22 20:00:00,"Outback Cobb salad with salmon, 8 oz Blue cheese dressing",723.0,16.4,7.6,6.7,43.4,54.4
2020-02-22 22:00:00,Outback cheesecake with chocolate sauce,480.0,45.0,1.6,37.0,7.1,32.0
2020-02-23 06:50:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-23 08:15:00,"10 fluid ounce Coffee + skim milk, 1 Muffin",459.0,64.5,1.3,40.2,8.4,18.1
2020-02-23 12:30:00,"1 whole grapefruit, 2 leftover burritos",682.0,101.0,16.0,23.7,24.9,22.3
2020-02-23 12:45:00,10 fluid ounce Coffee + skim milk,35.0,4.5,0.0,4.7,3.4,0.1
2020-02-23 17:30:00,2 oz Pecans,100.0,2.1,1.4,0.6,1.4,11.0
2020-02-23 18:00:00,Outback bread loaf (1/2) + butter,320.0,60.0,8.4,0.7,11.2,4.0
2020-02-23 18:10:00,1 Banana,105.0,27.0,3.0,14.5,1.3,0.4
2020-02-25 07:30:00,Boost,654.0,82.0,5.6,40.0,26.0,26.0
