datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-05-03 19:00:00,1.0 cup Black Raspberry Chocolate Ice Cream,600.0,60.0,2.0,54.0,6.0,38.0
2020-05-03 19:17:00,4.0 Cheese and Crackers,179.0,10.0,1.0,2.2,7.8,12.0
2020-05-03 21:44:00,1.5 cup (UTZ) Cheese Puffs,226.0,22.0,0.9,1.1,2.3,14.0
2020-05-04 05:24:00,"4.0 ounce Milk, 1.5 cup Frosted Flake",280.0,56.5,1.0,24.0,8.0,2.5
2020-05-04 06:32:00,"1.0 cup Coffee, 1.0 Cream, 1.0 Stevia",59.4,4.1,0.0,1.1,1.2000000000000002,5.8
2020-05-04 07:30:00,2.0 Egg,143.0,0.7,0.0,0.4,13.0,9.5
2020-05-04 08:28:00,"2.0 Ibuprofen, 1.0 Aspirin",0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04 09:20:00,"1.0 Coffee, 1.0 Stevia, 2.0 Half and Half",39.4,4.699999999999999,0.0,1.2,1.2,3.2
2020-05-04 12:04:00,1.0 Diet Pepsi,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04 12:10:00,"1.0 (Jersey Mikes) Salad - Cheese, Steak, Ranch",471.0,13.0,1.5,8.7,28.0,34.0
2020-05-04 16:32:00,0.33 cup Moon Cheddar Cheese,151.0,1.2,0.0,0.2,8.5,12.0
2020-05-04 16:50:00,"1.0 pack Sargento Cranberries Snack Pack Cheese, Cashews",87.0,13.0,0.7,0.3,1.8,3.0
2020-05-04 18:29:00,"Cream Cheese, 1.0 Sausage",312.0,2.2,0.0,1.7000000000000002,9.9,29.0
2020-05-04 18:45:00,"Tea, 1.0 Stevia",1.8,3.8,0.0,0.0,0.0,0.0
2020-05-04 20:27:00,6.0 Olives,26.0,1.4,0.7,0.0,0.2,2.4
2020-05-04 21:15:00,4.0 Grapes,14.0,3.5,0.2,3.0,0.1,0.0
2020-05-04 22:40:00,1.0 (Babybel) Cheese Bite,71.0,0.3,0.0,0.3,5.0,5.5
2020-05-05 03:46:00,2.0 Ibuprofen,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05 03:48:00,1.0 (Babybel) Cheese Bite,71.0,0.3,0.0,0.3,5.0,5.5
2020-05-05 04:34:00,"Coffee, Cream, Stevia",59.4,4.1,0.0,1.1,1.2000000000000002,5.8
2020-05-05 09:18:00,2.0 Egg,143.0,0.7,0.0,0.4,13.0,9.5
2020-05-05 10:03:00,"Coffee, Cream, Stevia",59.4,4.1,0.0,1.1,1.2000000000000002,5.8
2020-05-05 12:00:00,"Cream Cheese, Sausage",312.0,2.2,0.0,1.7000000000000002,9.9,29.0
2020-05-05 12:47:00,6.0 ounce Gatorade Zero,0.0,0.3,0.0,0.0,0.0,0.0
2020-05-05 14:20:00,0.5 cup Moon Cheddar Cheese,230.0,1.8,0.0,0.3,12.9,18.2
2020-05-05 14:30:00,"1.0 cup Peppermint Tea, Stevia",2.4,3.8,0.0,0.0,0.0,0.0
2020-05-05 16:45:00,"Coffee, Stevia, MCT Oil",123.4,3.3,0.0,0.0,0.3,13.1
2020-05-05 17:47:00,"2.0 Chicken Thigh, Green Beans",600.0,10.1,4.0,4.5,63.4,36.3
2020-05-05 20:49:00,0.5 cup Moon Cheddar Cheese,230.0,1.8,0.0,0.3,12.9,18.2
2020-05-06 05:56:00,"4.0 ounce Milk, 1.5 cup Frosted Flake",280.0,56.5,1.0,24.0,8.0,2.5
2020-05-06 08:55:00,"2.0 Egg, 3.0 Bacon",304.0,1.2999999999999998,0.0,0.4,25.0,21.5
2020-05-06 12:18:00,1.0 ounce Jim Bean Bourbon,70.0,0.0,0.0,0.0,0.0,0.0
2020-05-06 13:10:00,"Cream Cheese, 1.0 Sausage, Coffee, Cream, Stevia, MCT Oil",492.4,6.3,0.0,2.8000000000000003,11.1,47.8
2020-05-06 14:23:00,Diet Coke,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06 15:32:00,Fried Cheddar Cheese Bite,22.0,0.0,0.0,0.0,0.0,1.0
2020-05-06 17:38:00,6.0 Mint Chocolate Cookies,390.0,48.0,1.5,27.0,3.0,21.0
2020-05-06 19:01:00,2.0 Brownie,466.0,50.0,0.0,0.0,6.2,29.0
2020-05-06 19:22:00,0.5 cup Dark Chocolate Chip,458.0,52.0,5.8,40.0,4.0,26.0
2020-05-06 19:30:00,1.0 cup Corn Cheese Puffs,457.0,3.6,0.0,0.5,28.5,36.4
2020-05-06 19:42:00,4.0 Cheese and Crackers,179.0,10.0,1.0,2.2,7.8,12.0
2020-05-07 05:25:00,"Coffee, Cream, Stevia, MCT",180.4,4.1,0.0,1.1,1.2000000000000002,18.8
2020-05-07 06:53:00,"2.0 Egg, 2.0 Toast - Butter, Cheese, Mayo",254.0,14.7,0.8,2.0,15.6,14.3
2020-05-07 10:10:00,"Coffee, Stevia",2.4,3.3,0.0,0.0,0.3,0.1
2020-05-07 12:12:00,"Pork BBQ, Beans, Potato, Strawberry",820.9,138.7,17.0,60.4,49.4,12.1
2020-05-07 14:00:00,0.5 cup Strawberry,2.9,0.7,0.2,0.4,0.1,0.0
2020-05-07 14:10:00,"1.0 Chocolate, Peanut, Almond Bar",343.0,33.0,2.1,24.0,5.0,23.0
2020-05-07 15:55:00,3.0 Peanut Butter Wafers,450.0,48.0,1.5,30.0,6.0,24.0
2020-05-07 17:45:00,Peanut M & M,103.0,12.0,0.7,10.0,1.9,5.2
2020-05-07 18:50:00,2.0 Grilled Cheese,732.0,57.0,2.7,11.0,23.0,46.0
2020-05-07 19:40:00,1.0 cup Kashi Go Crunch with Milk,253.3,50.7,10.7,17.3,12.0,4.0
2020-05-08 05:54:00,"4.0 ounce Milk, 1.5 cup Frosted Flake",280.0,56.5,1.0,24.0,8.0,2.5
2020-05-08 07:40:00,"2.0 slices Whole Wheat Toast, Butter, Cream Cheese",357.0,27.6,3.8,4.0,10.0,24.0
2020-05-08 07:55:00,"1.0 cup Coffee, Cream, Stevia",59.4,4.1,0.0,1.1,1.2000000000000002,5.8
2020-05-08 08:51:00,"1.0 cup Coffee, Half and Half, Stevia",39.4,4.699999999999999,0.0,1.2,1.2000000000000002,3.2
2020-05-08 10:30:00,1.5 ounce (Smoke House) Almonds,255.0,9.0,4.7,2.1,8.9,255.0
2020-05-08 12:41:00,"Salad - (chicken, tomato, ranch)",576.0,22.0,3.5,5.9,43.0,35.0
2020-05-08 16:35:00,Diet Coke,0.0,0.4,0.0,0.0,0.0,0.0
2020-05-08 17:45:00,1.0 ounce Vodka Gray Goose,69.0,0.0,0.0,0.0,0.0,0.0
2020-05-08 17:53:00,"Kale, Mozzarella, Chicken Burger, Green Beans",700.0,74.8,10.8,12.9,40.2,27.1
2020-05-08 19:02:00,2.0 slices Whole Wheat Toast with Butter,222.0,29.0,1.6,3.3,5.2,9.6
2020-05-08 19:24:00,6.0 pieces Angle Food Candy from Mother,292.0,58.0,0.4,55.7,1.5,8.23
2020-05-09 05:30:00,"Coffee, Cream, Stevia, MCT Oil",180.4,4.1,0.0,1.1,1.2000000000000002,18.8
2020-05-09 06:00:00,"Yogurt, Black Berries, Blue Berries, Kashi",517.0,104.0,28.2,48.0,33.0,5.7
2020-05-09 08:36:00,"1.0 cup Coffee, Cream, Stevia",59.4,4.1,0.0,1.1,1.2000000000000002,5.8
2020-05-09 10:14:00,"1.0 cup Coffee, Cream, Stevia",59.4,4.1,0.0,1.1,1.2000000000000002,5.8
2020-05-09 12:12:00,(Wendy's) Southwest Salad,300.0,10.0,4.0,4.0,21.0,20.0
2020-05-09 14:45:00,"Diet Coke, 1.0 cup Fried Cheese Curds",495.0,3.8,0.0,0.6,28.0,41.0
2020-05-09 16:09:00,4.0 pieces Biscuit Chicken Strips,448.0,28.4,1.3,0.4,28.0,24.8
2020-05-09 16:45:00,6.0 pieces Angle Food Candy,292.0,58.0,0.4,55.7,1.5,8.23
2020-05-09 18:40:00,Grilled Chicken Cheese Sandwich,511.0,31.0,2.7,4.6,39.0,25.0
2020-05-09 19:49:00,3.0 pieces Angle Food Candy,292.0,58.0,0.4,55.7,1.5,8.23
2020-05-09 21:28:00,2.0 cup (Garrett's) Caramel Popcorn Cheddar,362.0,66.0,4.4,44.0,3.2,10.8
2020-05-10 06:05:00,"4.0 ounce Milk, 1.5 cup Frosted Flake",280.0,56.5,1.0,24.0,8.0,2.5
2020-05-10 07:21:00,"2.0 Egg, Cheese, Toast - Butter, Cheese, Mayo, Coffee, Cream, Stevia",426.4,19.7,0.8,3.2,23.2,29.4
2020-05-10 08:10:00,"Coffee, Half and Half, Stevia",39.4,4.699999999999999,0.0,1.2,1.2000000000000002,3.2
2020-05-10 11:25:00,"Coffee, Half and Half, Stevia",39.4,4.699999999999999,0.0,1.2,1.2000000000000002,3.2
2020-05-10 12:20:00,"Sushi, Soup, Diet Coke",411.0,45.7,3.7,7.7,10.9,21.4
2020-05-10 17:25:00,1.0 Chicken Salad Sandwich,535.0,33.0,2.1,6.9,34.0,29.0
2020-05-10 17:45:00,6.0 Ginger Bread Cookie,806.0,147.0,3.4,72.0,12.0,20.0
2020-05-10 19:40:00,"Chicken, Rice, 1.0 cup Cheddar and Caramel Popcorn",450.0,50.7,1.7000000000000002,0.2,25.3,15.1
2020-05-10 20:15:00,peppermint bark candy,144.0,18.0,0.7,16.0,1.4,8.4
2020-05-10 21:01:00,"Tea, Stevia",1.8,3.8,0.0,0.0,0.0,0.0
2020-05-10 22:40:00,1.0 (Mich) Ultra Beer,95.0,2.6,0.0,0.0,0.6,0.0
