datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-02-22 10:30:00,"8.0 piece Chicken Nuggets, 4.0 fluid ounce Superfood Salad",563.0,33.0,7.1,25.0,0.0,0.0
2020-02-22 14:30:00,11.0 piece Dots Gumdrops,130.0,33.0,21.0,0.0,0.0,0.0
2020-02-22 18:55:00,9.0 fluid ounce Power Smoothie,202.5,43.7,38.7,5.0,0.0,0.0
2020-02-22 20:20:00,"9.0 ounce Salad, 1.0 fluid ounce French Dressing, 20.0 ounce Spaghetti",1041.0,185.8,11.0,34.1,0.0,0.0
2020-02-23 05:30:00,"4.0 ounce Milk, 1.5 cup Cornflakes",280.0,56.5,24.0,8.0,0.0,0.0
2020-02-23 12:00:00,12.0 ounce Spaghetti,511.2,102.6,3.7,18.0,0.0,0.0
2020-02-23 16:03:00,"2.0 ounce Tortilla Chips, 2.0 ounce Salsa",276.2,39.9,1.5,4.4,0.0,0.0
2020-02-23 18:09:00,"8.0 ounce Crab Cakes, 12.0 ounce Brussel Sprouts",513.0,40.0,9.100000000000001,33.7,0.0,0.0
2020-02-23 21:00:00,2.0 ounce Tortilla Chips,268.0,38.0,0.4,4.0,0.0,0.0
2020-02-24 10:00:00,9.0 ounce Greek Yogurt Power Smoothie,180.0,16.0,12.0,20.0,0.0,0.0
2020-02-24 13:00:00,"8.0 ounce Shrimp, 8.0 ounce Clam Chowder",471.0,24.4,0.6,58.6,0.0,0.0
2020-02-24 19:30:00,"4.0 ounce Tortilla Chips, 4.0 ounce Salsa, 12.0 fluid ounce Merlot Wine",861.0,93.4,7.6000000000000005,10.1,0.0,0.0
2020-02-24 20:00:00,"8.0 ounce Carne Asada Steak, 2.0 ounce Beans",551.0,12.5,4.6,61.7,0.0,0.0
2020-02-25 06:50:00,"4.0 ounce Milk, 1.5 cup Cornflakes",280.0,56.5,24.0,8.0,0.0,0.0
2020-02-25 09:00:00,2.0 ounce Apples,29.0,7.8,5.9,0.1,0.0,0.0
2020-02-25 11:50:00,0.5 ounce Smartie Candy Roll,50.0,12.0,12.0,0.0,0.0,0.0
2020-02-25 12:50:00,"6.0 ounce Grilled Chicken, 2.0 ounce Green Beans, 2.0 ounce Salad",285.0,7.3,3.3,51.9,0.0,0.0
2020-02-25 19:30:00,"12.0 ounce Crusted Parmesian Chicken, 10.0 ounce Salad with Ranch Dressing, 6.0 ounce Sweet Potato with Butter and Brown Sugar, 1.5 ounce Chocolate Lava Cake, 1.0 ounce Vanilla Ice Cream, 12.0 ounce Lemon Drop Martini",2473.9,170.5,96.7,105.8,0.0,0.0
2020-02-26 10:00:00,8.0 ounce French Toast with Syrup,560.0,124.0,84.0,10.0,0.0,0.0
2020-02-26 18:30:00,"8.0 ounce Hibachi Steak, 2.0 ounce Vegetables, 6.0 ounce Fried Rice, 6.0 ounce Merlot Wine",741.9,68.9,3.8000000000000003,45.2,0.0,0.0
2020-02-27 05:30:00,"4.0 ounce Milk, 1.5 cup Cornflakes",280.0,56.5,24.0,8.0,0.0,0.0
2020-02-27 12:15:00,"0.5 ounce Rice, 0.5 ounce Broccoli, 0.5 ounce Steak",62.0,5.0,0.2,4.4,0.0,0.0
2020-02-27 13:00:00,2.0 ounce Ham Sandwich,98.0,11.0,1.4,5.4,0.0,0.0
2020-02-27 21:15:00,8.0 ounce BBQ Chicken,382.0,27.0,22.0,41.0,0.0,0.0
2020-02-28 14:30:00,4.0 ounce BBQ Chicken,191.0,13.0,11.0,20.5,0.0,0.0
2020-02-28 20:00:00,"8.0 ounce Lasagna, 8.0 ounce Salad, 1.0 fluid ounce French Dressing",537.3,33.4,12.9,29.7,0.0,0.0
2020-02-29 08:15:00,"4.0 ounce Milk, 1.5 cup Cornflakes",280.0,56.5,24.0,8.0,0.0,0.0
2020-02-29 14:15:00,10.0 ounce Salad with Fried Chicken and Ranch Dressing,451.0,18.0,4.2,30.0,0.0,0.0
2020-02-29 20:40:00,"0.5 ounce Hershey Kiss, 0.55 ounce Reese Cup",150.3,16.3,14.100000000000001,2.6,0.0,0.0
2020-03-01 08:30:00,Boost,654.0,82.0,40.0,26.0,0.0,0.0
