datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-04-06 10:00:00,Banana,105.0,27.0,3.1,14.0,1.3,0.4
2020-04-06 11:40:00,"Cheese Steak, 8.0 ounce Tortilla, 1.0 cup Rice, Refried Beans",1729.0,245.0,19.799999999999997,5.4,68.8,51.7
2020-04-06 19:00:00,"2.5 slice Pizza, 1.5 cup Salad, 16.0 ounce Mountain Dew",952.0,153.1,7.0,72.5,30.6,26.1
2020-04-06 23:35:00,"6.0 ounce Diet Mountain Dew, 2.0 Oreo Cookie",200.0,32.0,0.0,18.0,2.0,9.0
2020-04-07 05:30:00,Std Bfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-04-07 12:30:00,"3.0 slice Pizza, 16.0 ounce Mountain Dew",1084.0,169.0,7.4,73.0,37.0,31.0
2020-04-07 15:00:00,4.0 ounce Mountain Dew,55.0,14.5,0.0,14.5,0.0,0.0
2020-04-07 16:30:00,"2.0 Oreo Cookie, 8.0 ounce Mountain Dew",310.0,63.0,0.0,49.0,2.0,9.0
2020-04-07 19:20:00,"2.0 Hamburger, 6.0 ounce Chips, 8.0 ounce Mountain Dew",2084.0,202.0,5.2,31.5,79.8,110.0
2020-04-07 19:50:00,2.0 ounce Candy Bar,280.0,35.0,1.3,29.0,4.3,14.0
2020-04-08 06:00:00,8.0 ounce Breakfast Essential Drink,214.0,37.0,0.1,37.0,16.0,0.7
2020-04-08 08:00:00,"3.0 piece Toast, 8.0 ounce Mountain Dew",302.0,67.0,1.9,35.2,6.0,2.6
2020-04-08 13:30:00,"1.0 pt(?) Brunswick Stew, Slaw, 8.0 ounce Mountain Dew",858.0,79.0,6.800000000000001,60.0,49.0,41.0
2020-04-08 17:30:00,2.0 Reese's Peanut Butter Cup,210.0,24.0,1.0,21.0,5.0,13.0
2020-04-08 19:00:00,"3.2 ounce Popcorn, 2.1 ounce Nutty Bar, 8.0 ounce Mountain Dew",941.0,114.0,9.1,51.5,11.6,51.0
2020-04-09 05:50:00,Std Bfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-04-09 09:50:00,Apple,95.0,25.0,4.4,19.0,0.5,0.3
2020-04-09 11:50:00,"6.0 ounce Diet Mountain Dew, 3.0 slice Pizza, Nutty Bar",1166.0,138.0,7.4,30.0,41.6,50.0
2020-04-09 19:20:00,"Chicken Leg, Potato Salad, Baked Beans, 10.0 ounce Diet Mountain Dew",1072.0,82.0,13.3,20.0,80.7,44.9
2020-04-10 05:50:00,"2.0 Sausage Biscuit, 8.0 ounce Diet Mountain Dew",824.0,66.0,0.9,3.6,22.0,54.0
2020-04-10 09:30:00,1.0 Sausage Biscuit,412.0,33.0,0.4,1.8,11.0,27.0
2020-04-10 12:00:00,"8.0 ounce Chicken, 16.0 ounce Diet Mountain Dew, 4.0 ounce Potato Salad, 4.0 ounce Baked Beans",768.0,36.8,6.1,9.0,62.8,39.4
2020-04-10 19:00:00,"2.0 Sausage Biscuit, 4.0 ounce Scrambled Eggs with Jelly",993.0,67.8,0.9,5.2,33.0,66.0
2020-04-11 05:45:00,Std Bfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-04-11 09:30:00,1.0 Banana,105.0,27.0,3.1,14.0,1.3,0.4
2020-04-11 09:45:00,1.0 Pecan Twirl,100.0,16.0,1.0,7.0,1.0,3.5
2020-04-11 11:15:00,1.0 Donut,253.0,29.0,1.3,14.0,3.7,14.0
2020-04-11 12:15:00,"10.5 ounce (Stouffers) Green Pepper Steak, 1.0 Pecan Twirl",370.0,50.0,3.0,12.0,17.0,10.5
2020-04-11 18:00:00,6.0 Peanut Butter Cracker,207.0,25.0,1.0,4.4,4.8,10.0
2020-04-11 19:30:00,"10.0 ounce Chicken Casserole, 6.0 ounce Potato Salad, 4.0 ounce Green Beans, Apple Pie, 8.0 ounce Diet Mountain Dew",1065.0,96.9,8.9,24.8,32.9,59.3
2020-04-12 05:30:00,"1.0 cup Honey Nut Cheerios, 8.0 ounce 2% Milk",262.0,42.0,2.7,24.0,11.399999999999999,6.699999999999999
2020-04-12 12:00:00,"8.0 ounce Chicken Casserole, 4.0 ounce Potato Salad, 4.0 ounce Green Beans, 4.0 ounce Apple Pie, 16.0 ounce Diet Mountain Dew",881.0,84.6,8.0,24.3,26.4,47.6
2020-04-12 18:30:00,"8.0 ounce Chicken Pot Pie, 6.0 ounce Mashed Potato, 8.0 ounce Diet Mountain Dew, 4.0 ounce Peach Cobbler",881.0,112.5,6.2,39.5,17.6,41.3
2020-04-13 06:30:00,Std Bfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-04-13 09:40:00,Banana,105.0,27.0,3.1,14.0,1.3,0.4
2020-04-13 12:00:00,"10.0 ounce Chicken Casserole, 4.0 ounce Mashed Potato, 4.0 ounce Green Beans, 4.0 ounce Cranberry Sauce, 8.0 ounce Diet Mountain Dew, 4.0 ounce Apple Pie",1170.0,152.9,9.9,70.4,31.7,50.3
2020-04-13 18:00:00,"10.0 ounce Chicken Casserole, 4.0 ounce Mashed Potato, 4.0 ounce Peas, 2.0 ounce Cranberry Sauce, 10.0 ounce Diet Mountain Dew, 6.0 ounce Chocolate Pudding",1088.0,134.0,10.0,62.0,36.5,46.0
2020-04-14 08:00:00,"3.0 Sausage Biscuit, 24.0 ounce (Pillsbury) Cinammon Rolls, 8.0 ounce Diet Mountain Dew",3480.0,463.0,10.8,150.3,62.0,158.0
2020-04-14 15:00:00,"10.0 Cheese and Crackers, 20.0 ounce Coke",705.5,89.0,2.4,66.5,19.5,31.5
2020-04-14 18:30:00,"6.0 ounce Porkchop, 4.0 ounce Baked Potato, 1.5 cup Salad, 2.0 Toast, 8.0 ounce Mountain Dew",708.0,81.1,4.6,35.9,51.4,21.0
2020-04-15 06:45:00,Std Bfast,280.0,56.5,1.0,24.0,8.0,2.5
2020-04-15 13:30:00,"10.0 ounce Chili, 8.0 ounce Diet Mountain Dew",335.0,17.0,1.4,3.1,21.0,20.0
2020-04-15 17:00:00,"2.0 Oreo Cookie, 2.0 ounce Peanuts",533.0,44.0,4.8,20.8,16.0,37.0
2020-04-15 20:15:00,"1.0 Banana Sandwich, 3.0 Cookies, 8.0 ounce Diet Mountain Dew",886.0,114.0,6.3999999999999995,48.0,11.2,45.0
2020-04-16 07:00:00,Boost,654.0,82.0,5.6,40.0,26.0,26.0
