datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-02-27 12:45:00,"8.0 ounce Chicken, 6.5 ounce Fries, 1.0 Biscuit",1285.7,103.1,7.9,1.9,64.8,66.4
2020-02-27 15:45:00,3.0 Peppermint,24.0,5.9,0.0,3.8,0.0,0.0
2020-02-27 19:00:00,"2.0 cup Cereal, 1.0 Banana",316.0,68.0,8.4,16.4,8.1,4.2
2020-02-27 22:00:00,1.0 ounce 90% Cocoa Dark Chocolate,60.0,3.0,1.3,0.8,1.0,5.5
2020-02-28 09:00:00,"4.0 fluid ounce Milk, 1.5 cup Cornflakes",280.0,56.5,1.0,24.0,8.0,2.5
2020-02-28 14:00:00,1.0 6-inch Turkey Sub,456.0,36.0,1.4,4.5,28.0,22.0
2020-02-28 15:30:00,2.0 ounce Dark Chocolate Toffee,77.0,8.7,0.2,8.0,0.6,4.4
2020-02-28 19:00:00,8.0 ounce Ziti,358.0,70.0,4.1,1.3,13.0,2.1
2020-02-28 19:30:00,5.0 ounce Slice of Banana Bread,362.0,58.0,2.5,28.0,5.5,13.0
2020-02-28 22:00:00,1.0 ounce Cheese,113.0,0.9,0.0,0.1,6.4,9.3
2020-02-29 09:00:00,"12.0 fluid ounce Coffee, 0.17 fluid ounce Creamer, 0.33 fluid ounce Sugar",44.3,9.2,0.0,8.5,0.5,0.7
2020-02-29 10:30:00,1.0 Chicken Biscuit,396.0,40.0,1.8,3.5,16.0,20.0
2020-02-29 11:00:00,0.5 Muffin,424.0,60.0,1.2,36.0,5.1,18.0
2020-02-29 16:20:00,1.0 Apple,95.0,25.0,4.4,19.0,0.5,0.3
2020-02-29 17:45:00,"10.0 ounce Salad, 2.0 ounce Ranch Dressing, 0.5 Baked Potato",391.5,34.0,7.4,8.4,6.699999999999999,13.799999999999999
2020-02-29 22:30:00,"1.0 (Babybel) Cheese, 4.0 slice Pepperoni",111.0,0.4,0.0,0.3,6.5,9.2
2020-03-01 08:00:00,"4.0 fluid ounce Milk, 1.5 cup Cornflakes",280.0,56.5,1.0,24.0,8.0,2.5
2020-03-01 10:00:00,4.0 slices Pepperoni,40.0,0.1,0.0,0.0,1.5,3.7
2020-03-01 11:00:00,"1.0 Baked Chicken Thigh, 0.5 Baked Potato",260.5,18.3,1.9,1.0,22.2,11.1
2020-03-01 18:00:00,"0.5 cup Chicken, 0.33 cup Peppers, 0.33 cup Onions, 1.0 Flour Tortilla, 0.5 cup Black Beans",463.0,56.6,10.5,4.5,29.2,13.0
2020-03-01 22:00:00,1.0 Babybel Cheese,71.0,0.3,0.0,0.3,5.0,5.5
