datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-02-27 13:30:00,10.0 Grapes,34.0,8.9,0.4,7.6,0.4,0.1
2020-02-27 16:00:00,2.0 Turkey Wings,852.0,0.0,0.0,0.0,102.0,46.0
2020-02-27 18:00:00,1.0 Peach,68.0,17.0,2.6,15.0,1.6,0.4
2020-02-28 08:00:00,"4.0 fluid ounce Milk, 1.5 cup Frosted Flakes",280.0,56.5,1.0,24.0,8.0,2.5
2020-02-28 12:45:00,"2.0 Turkey Wings, Spinach, 1.0 cup Coffee, 3.0 Creamers",1613.0,134.8,4.3,30.1,125.8,46.6
2020-02-28 20:15:00,"10.0 Grapes, 1.0 Peach",102.0,25.9,3.0,22.6,2.0,0.5
2020-02-29 08:30:00,1.0 cup Coffee,358.0,70.0,0.0,1.3,13.0,0.1
2020-02-29 14:00:00,"1.0 Chicken Breast, 1.0 Chicken Wing, 1.0 Spinach, 1.0 Peach",395.0,26.4,7.0,15.9,48.4,11.7
2020-02-29 20:00:00,"1.0 bag Popcorn, 1.0 Tea with Lemon",487.2,48.7,8.7,0.5,6.5,30.0
2020-03-01 08:45:00,"4.0 fluid ounce Milk, 1.5 cup Frosted Flakes",280.0,56.5,1.0,24.0,8.0,2.5
2020-03-01 13:15:00,"2.0 Turkey Wings, 1.0 Small Bowl of Spinach, 1.0 Tea",895.0,7.3,4.3,0.8,107.3,46.5
2020-03-02 08:15:00,"1.0 cup Coffee, 1.0 Peach, 1.0 Banana",531.0,114.0,5.7,30.3,15.9,0.9
2020-03-02 12:30:00,"1.0 Baked Chicken, 1.0 Squash",228.0,6.8,2.0,4.5,21.9,11.7
2020-03-02 16:30:00,1.0 (Chipotle) Bowl,1008.0,117.0,14.0,5.6,49.0,38.0
2020-03-02 20:45:00,"1.0 Peanut Butter, Spoon Biscotti",181.0,16.9,1.2,6.1,5.0,11.2
2020-03-03 09:30:00,"4.0 fluid ounce Milk, 1.5 cup Frosted Flakes",280.0,56.5,1.0,24.0,8.0,2.5
2020-03-03 15:30:00,"Baked Chicken, Green Bean, Tea with Lemon",233.2,10.6,4.0,4.5,22.4,11.3
2020-03-03 20:30:00,"Salmon, Spinach",509.0,6.8,4.3,0.8,55.3,28.5
2020-03-04 11:30:00,"2.0 Eggs, 4.0 Bacon, Waffle with Syrup, 2.0 cup Soda",782.0,77.5,0.0,49.4,34.9,37.7
2020-03-04 18:30:00,"1.0 Small Bag of Popcorn, 3.0 Cookies, Cheese Stick",1014.0,108.6,10.5,30.5,17.3,58.5
2020-03-04 20:30:00,Mash Potatoes,237.0,36.0,3.2,3.0,4.1,8.8
2020-03-05 09:00:00,"4.0 fluid ounce Milk, 1.5 cup Frosted Flakes, Banana",385.0,83.5,4.1,38.0,9.3,2.9
2020-03-05 13:15:00,"Chicken Breast, Spinach, 4.0 Biscott Cookie",587.0,58.8,5.5,20.8,48.3,17.6
2020-03-05 20:00:00,"Chicken Breast, Spinach",239.0,6.8,4.3,0.8,42.3,4.8
2020-03-06 08:00:00,Boost,654.0,82.0,5.6,40.0,26.0,26.0
