datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-03-21 09:15:00,"1.0 Banana, 12.0 fluid ounce (Dunkin Coffee) Coffee",108.6,27.0,3.1,14.0,1.7000000000000002,0.5
2020-03-21 11:15:00,15.0 (Blue Diamond) Almonds Lightly Salted,91.1,2.7,1.6,0.5,3.2,8.6
2020-03-21 13:15:00,"3.0 slice Swiss Cheese Thinly Sliced, 0.25 Baked Chicken Breast, 4.0 ounce Broiled Brussel Sprouts, 3.0 ounce Coleslaw with Almond and Cranberry",577.0,20.299999999999997,4.5,10.1,39.2,38.2
2020-03-21 15:50:00,10.0 Green Seedless Grape,34.0,8.9,0.4,7.6,0.4,0.1
2020-03-21 16:15:00,"8.0 fluid ounce Coffee, Cream, 1.0 (Equal) Sweetner Bag",59.4,1.1,0.0,1.4000000000000001,1.2000000000000002,5.8
2020-03-21 19:30:00,"1.0 Corn on the Cobb, 1.0 Ham Biscuit, 0.5 Hot Dog",475.0,49.6,3.7,9.1,15.399999999999999,25.5
2020-03-22 08:20:00,"16.0 fluid ounce Coffee, Cream, 0.5 (Equal) Sweetner Bag",61.8,1.1,0.0,1.4000000000000001,1.5,5.8
2020-03-22 08:40:00,"4.0 fluid ounce Milk, 1.5 cups Frosted Flakes",280.0,56.5,1.0,24.0,8.0,2.5
2020-03-22 09:35:00,8.0 fluid ounce (Florida's Natural) Orange Juice,110.0,26.0,0.0,22.0,2.0,0.0
2020-03-22 11:00:00,10.0 Green Seedless Grape,34.0,8.9,0.4,7.6,0.4,0.1
2020-03-22 15:15:00,"2.0 Coffee, 12.0 Walnut, 8.0 Strawberry, 12.0 Blueberry",219.10000000000002,16.7,4.9,9.2,5.4,16.6
2020-03-22 18:15:00,"16.0 ounce Smoothie (spinach, celery, banana, and strawberry)",323.0,68.0,5.6,48.0,11.0,3.3
2020-03-22 21:15:00,12.0 California Roll,523.0,57.0,4.8,11.0,12.0,28.0
2020-03-22 21:25:00,4.0 Townhouse Cracker,67.2,7.7,0.2,0.8,0.7,3.8
